event_id,user_id,event_date,event_name,feature_name,transaction_flag
E0011_4,U0011,27-01-2025,repeat_usage,Savings Goal,1
E0011_5,U0011,19-01-2025,repeat_usage,Savings Goal,1
E0011_6,U0011,28-01-2025,repeat_usage,Savings Goal,1
E0011_7,U0011,11-01-2025,repeat_usage,Savings Goal,1
E0012_1,U0012,13-02-2025,signup_completed,,0
E0012_2,U0012,19-02-2025,account_activated,,0
E0012_3,U0012,19-02-2025,feature_viewed,Bill Pay,0
E0012_4,U0012,27-02-2025,first_transaction,UPI Payments,1
E0013_1,U0013,26-02-2025,signup_completed,,0
E0013_2,U0013,02-03-2025,account_activated,,0
E0014_1,U0014,20-01-2025,signup_completed,,0
E0014_2,U0014,21-01-2025,account_activated,,0
E0014_3,U0014,25-01-2025,feature_viewed,UPI Payments,0
E0014_4,U0014,29-01-2025,first_transaction,UPI Payments,1
E0014_5,U0014,09-02-2025,repeat_usage,UPI Payments,1
E0014_6,U0014,07-02-2025,repeat_usage,UPI Payments,1
E0014_7,U0014,01-02-2025,repeat_usage,UPI Payments,1
E0015_1,U0015,16-01-2025,signup_completed,,0
E0015_2,U0015,22-01-2025,account_activated,,0
E0015_3,U0015,26-01-2025,feature_viewed,Rewards,0
E0015_4,U0015,30-01-2025,first_transaction,Rewards,1
E0015_5,U0015,14-02-2025,repeat_usage,Rewards,1
E0015_6,U0015,07-02-2025,repeat_usage,Rewards,1
E0015_7,U0015,18-02-2025,repeat_usage,Rewards,1
E0015_8,U0015,07-02-2025,repeat_usage,Rewards,1
E0015_9,U0015,10-02-2025,repeat_usage,Rewards,1
E0016_1,U0016,26-01-2025,signup_completed,,0
E0017_1,U0017,29-01-2025,signup_completed,,0
E0017_2,U0017,31-01-2025,account_activated,,0
E0017_3,U0017,04-02-2025,feature_viewed,Rewards,0
E0017_4,U0017,01-02-2025,first_transaction,UPI Payments,1
E0018_1,U0018,04-01-2025,signup_completed,,0
E0019_1,U0019,25-02-2025,signup_completed,,0
E0019_2,U0019,27-02-2025,account_activated,,0
E0019_3,U0019,28-02-2025,feature_viewed,Rewards,0
E0020_1,U0020,26-02-2025,signup_completed,,0
E0020_2,U0020,04-03-2025,account_activated,,0
E0020_3,U0020,04-03-2025,feature_viewed,UPI Payments,0
E0021_1,U0021,23-01-2025,signup_completed,,0
E0021_2,U0021,28-01-2025,account_activated,,0
E0021_3,U0021,02-02-2025,feature_viewed,UPI Payments,0
E0021_4,U0021,03-02-2025,first_transaction,UPI Payments,1
E0021_5,U0021,22-02-2025,repeat_usage,UPI Payments,1
E0021_6,U0021,19-02-2025,repeat_usage,UPI Payments,1
E0022_1,U0022,09-01-2025,signup_completed,,0
E0022_2,U0022,10-01-2025,account_activated,,0
E0022_3,U0022,19-01-2025,first_transaction,UPI Payments,1
E0022_4,U0022,21-01-2025,repeat_usage,UPI Payments,1
E0022_5,U0022,23-01-2025,repeat_usage,UPI Payments,1
E0022_6,U0022,28-01-2025,repeat_usage,UPI Payments,1
E0022_7,U0022,26-01-2025,repeat_usage,UPI Payments,1
E0022_8,U0022,03-02-2025,repeat_usage,UPI Payments,1
E0023_1,U0023,01-02-2025,signup_completed,,0
E0024_1,U0024,27-02-2025,signup_completed,,0
E0024_2,U0024,02-03-2025,account_activated,,0
E0024_3,U0024,05-03-2025,feature_viewed,Bill Pay,0
E0024_4,U0024,11-03-2025,first_transaction,Savings Goal,1
E0024_5,U0024,19-03-2025,repeat_usage,Savings Goal,1
E0024_6,U0024,14-03-2025,repeat_usage,Savings Goal,1
E0024_7,U0024,31-03-2025,repeat_usage,Savings Goal,1
E0025_1,U0025,17-02-2025,signup_completed,,0
E0025_2,U0025,21-02-2025,account_activated,,0
E0025_3,U0025,25-02-2025,feature_viewed,Rewards,0
E0025_4,U0025,02-03-2025,first_transaction,UPI Payments,1
E0026_1,U0026,05-01-2025,signup_completed,,0
E0026_2,U0026,09-01-2025,account_activated,,0
E0026_3,U0026,13-01-2025,feature_viewed,UPI Payments,0
E0026_4,U0026,16-01-2025,first_transaction,Bill Pay,1
E0027_1,U0027,14-01-2025,signup_completed,,0
E0027_2,U0027,15-01-2025,account_activated,,0
E0027_3,U0027,17-01-2025,feature_viewed,Savings Goal,0
E0027_4,U0027,17-01-2025,first_transaction,UPI Payments,1
E0027_5,U0027,22-01-2025,repeat_usage,UPI Payments,1
E0027_6,U0027,21-01-2025,repeat_usage,UPI Payments,1
E0027_7,U0027,05-02-2025,repeat_usage,UPI Payments,1
E0027_8,U0027,25-01-2025,repeat_usage,UPI Payments,1
E0027_9,U0027,04-02-2025,repeat_usage,UPI Payments,1
E0028_1,U0028,17-01-2025,signup_completed,,0
E0029_1,U0029,26-02-2025,signup_completed,,0
E0029_2,U0029,01-03-2025,account_activated,,0
E0030_1,U0030,09-02-2025,signup_completed,,0
E0030_2,U0030,14-02-2025,account_activated,,0
E0030_3,U0030,15-02-2025,feature_viewed,Bill Pay,0
E0030_4,U0030,16-02-2025,first_transaction,Rewards,1
E0030_5,U0030,24-02-2025,repeat_usage,Rewards,1
E0030_6,U0030,28-02-2025,repeat_usage,Rewards,1
E0030_7,U0030,24-02-2025,repeat_usage,Rewards,1
E0030_8,U0030,26-02-2025,repeat_usage,Rewards,1
E0030_9,U0030,06-03-2025,repeat_usage,Rewards,1
E0031_1,U0031,01-02-2025,signup_completed,,0
E0031_2,U0031,04-02-2025,account_activated,,0
E0031_3,U0031,10-02-2025,first_transaction,Rewards,1
E0032_1,U0032,17-01-2025,signup_completed,,0
E0032_2,U0032,20-01-2025,account_activated,,0
E0032_3,U0032,20-01-2025,feature_viewed,UPI Payments,0
E0033_1,U0033,14-02-2025,signup_completed,,0
E0033_2,U0033,16-02-2025,account_activated,,0
E0033_3,U0033,17-02-2025,feature_viewed,Savings Goal,0
E0033_4,U0033,21-02-2025,first_transaction,Bill Pay,1
E0034_1,U0034,20-02-2025,signup_completed,,0
E0034_2,U0034,21-02-2025,account_activated,,0
E0034_3,U0034,23-02-2025,feature_viewed,Savings Goal,0
E0035_1,U0035,17-02-2025,signup_completed,,0
E0036_1,U0036,21-02-2025,signup_completed,,0
E0036_2,U0036,26-02-2025,account_activated,,0
E0037_1,U0037,27-01-2025,signup_completed,,0
E0037_2,U0037,01-02-2025,account_activated,,0
E0037_3,U0037,01-02-2025,feature_viewed,Savings Goal,0
E0037_4,U0037,09-02-2025,first_transaction,Bill Pay,1
E0037_5,U0037,18-02-2025,repeat_usage,Bill Pay,1
E0037_6,U0037,11-02-2025,repeat_usage,Bill Pay,1
E0038_1,U0038,12-02-2025,signup_completed,,0
E0038_2,U0038,18-02-2025,account_activated,,0
E0038_3,U0038,20-02-2025,feature_viewed,Bill Pay,0
E0039_1,U0039,26-01-2025,signup_completed,,0
E0039_2,U0039,28-01-2025,account_activated,,0
E0039_3,U0039,30-01-2025,feature_viewed,UPI Payments,0
E0039_4,U0039,04-02-2025,first_transaction,Bill Pay,1
E0040_1,U0040,21-01-2025,signup_completed,,0
E0041_1,U0041,08-01-2025,signup_completed,,0
E0041_2,U0041,08-01-2025,account_activated,,0
E0041_3,U0041,08-01-2025,feature_viewed,Rewards,0
E0041_4,U0041,10-01-2025,first_transaction,Bill Pay,1
E0042_1,U0042,12-02-2025,signup_completed,,0
E0042_2,U0042,17-02-2025,account_activated,,0
E0042_3,U0042,20-02-2025,feature_viewed,Bill Pay,0
E0042_4,U0042,21-02-2025,first_transaction,Savings Goal,1
E0043_1,U0043,25-01-2025,signup_completed,,0
E0043_2,U0043,28-01-2025,account_activated,,0
E0043_3,U0043,28-01-2025,feature_viewed,Bill Pay,0
E0043_4,U0043,04-02-2025,first_transaction,Bill Pay,1
E0043_5,U0043,12-02-2025,repeat_usage,Bill Pay,1
E0043_6,U0043,22-02-2025,repeat_usage,Bill Pay,1
E0043_7,U0043,21-02-2025,repeat_usage,Bill Pay,1
E0043_8,U0043,11-02-2025,repeat_usage,Bill Pay,1
E0044_1,U0044,12-02-2025,signup_completed,,0
E0044_2,U0044,17-02-2025,account_activated,,0
E0044_3,U0044,17-02-2025,feature_viewed,Rewards,0
E0045_1,U0045,15-01-2025,signup_completed,,0
E0045_2,U0045,16-01-2025,account_activated,,0
E0045_3,U0045,18-01-2025,first_transaction,Savings Goal,1
E0045_4,U0045,26-01-2025,repeat_usage,Savings Goal,1
E0045_5,U0045,01-02-2025,repeat_usage,Savings Goal,1
E0045_6,U0045,04-02-2025,repeat_usage,Savings Goal,1
E0045_7,U0045,01-02-2025,repeat_usage,Savings Goal,1
E0045_8,U0045,27-01-2025,repeat_usage,Savings Goal,1
E0046_1,U0046,10-01-2025,signup_completed,,0
E0046_2,U0046,11-01-2025,account_activated,,0
E0046_3,U0046,16-01-2025,feature_viewed,Savings Goal,0
E0046_4,U0046,15-01-2025,first_transaction,UPI Payments,1
E0046_5,U0046,02-02-2025,repeat_usage,UPI Payments,1
E0046_6,U0046,03-02-2025,repeat_usage,UPI Payments,1
E0046_7,U0046,27-01-2025,repeat_usage,UPI Payments,1
E0046_8,U0046,31-01-2025,repeat_usage,UPI Payments,1
E0047_1,U0047,09-02-2025,signup_completed,,0
E0047_2,U0047,10-02-2025,account_activated,,0
E0047_3,U0047,15-02-2025,first_transaction,Rewards,1
E0048_1,U0048,18-01-2025,signup_completed,,0
E0048_2,U0048,18-01-2025,account_activated,,0
E0048_3,U0048,19-01-2025,feature_viewed,Bill Pay,0
E0048_4,U0048,27-01-2025,first_transaction,UPI Payments,1
E0048_5,U0048,10-02-2025,repeat_usage,UPI Payments,1
E0048_6,U0048,02-02-2025,repeat_usage,UPI Payments,1
E0049_1,U0049,15-02-2025,signup_completed,,0
E0049_2,U0049,17-02-2025,account_activated,,0
E0049_3,U0049,20-02-2025,feature_viewed,UPI Payments,0
E0049_4,U0049,24-02-2025,first_transaction,Savings Goal,1
E0050_1,U0050,07-02-2025,signup_completed,,0
E0050_2,U0050,07-02-2025,account_activated,,0
E0050_3,U0050,14-02-2025,first_transaction,Savings Goal,1
E0050_4,U0050,23-02-2025,repeat_usage,Savings Goal,1
E0050_5,U0050,03-03-2025,repeat_usage,Savings Goal,1
E0050_6,U0050,23-02-2025,repeat_usage,Savings Goal,1
E0050_7,U0050,24-02-2025,repeat_usage,Savings Goal,1
E0050_8,U0050,01-03-2025,repeat_usage,Savings Goal,1
E0051_1,U0051,01-02-2025,signup_completed,,0
E0051_2,U0051,06-02-2025,account_activated,,0
E0052_1,U0052,23-02-2025,signup_completed,,0
E0053_1,U0053,04-02-2025,signup_completed,,0
E0053_2,U0053,09-02-2025,account_activated,,0
E0053_3,U0053,14-02-2025,feature_viewed,Savings Goal,0
E0053_4,U0053,17-02-2025,first_transaction,Rewards,1
E0053_5,U0053,01-03-2025,repeat_usage,Rewards,1
E0053_6,U0053,25-02-2025,repeat_usage,Rewards,1
E0053_7,U0053,05-03-2025,repeat_usage,Rewards,1
E0053_8,U0053,01-03-2025,repeat_usage,Rewards,1
E0054_1,U0054,22-01-2025,signup_completed,,0
E0054_2,U0054,28-01-2025,account_activated,,0
E0054_3,U0054,28-01-2025,feature_viewed,Savings Goal,0
E0054_4,U0054,06-02-2025,first_transaction,UPI Payments,1
E0055_1,U0055,23-01-2025,signup_completed,,0
E0055_2,U0055,28-01-2025,account_activated,,0
E0055_3,U0055,28-01-2025,feature_viewed,Rewards,0
E0055_4,U0055,29-01-2025,first_transaction,Rewards,1
E0055_5,U0055,03-02-2025,repeat_usage,Rewards,1
E0055_6,U0055,18-02-2025,repeat_usage,Rewards,1
E0055_7,U0055,06-02-2025,repeat_usage,Rewards,1
E0055_8,U0055,14-02-2025,repeat_usage,Rewards,1
E0056_1,U0056,14-02-2025,signup_completed,,0
E0056_2,U0056,18-02-2025,account_activated,,0
E0057_1,U0057,19-02-2025,signup_completed,,0
E0057_2,U0057,19-02-2025,account_activated,,0
E0057_3,U0057,26-02-2025,first_transaction,Savings Goal,1
E0058_1,U0058,13-01-2025,signup_completed,,0
E0058_2,U0058,18-01-2025,account_activated,,0
E0058_3,U0058,23-01-2025,feature_viewed,Bill Pay,0
E0059_1,U0059,08-02-2025,signup_completed,,0
E0059_2,U0059,10-02-2025,account_activated,,0
E0059_3,U0059,15-02-2025,feature_viewed,Bill Pay,0
E0059_4,U0059,16-02-2025,first_transaction,UPI Payments,1
E0060_1,U0060,22-02-2025,signup_completed,,0
E0060_2,U0060,24-02-2025,account_activated,,0
E0060_3,U0060,27-02-2025,feature_viewed,Rewards,0
E0060_4,U0060,05-03-2025,first_transaction,Bill Pay,1
E0061_1,U0061,28-02-2025,signup_completed,,0
E0061_2,U0061,05-03-2025,account_activated,,0
E0061_3,U0061,07-03-2025,feature_viewed,Rewards,0
E0062_1,U0062,06-01-2025,signup_completed,,0
E0062_2,U0062,09-01-2025,account_activated,,0
E0062_3,U0062,14-01-2025,feature_viewed,Savings Goal,0
E0062_4,U0062,17-01-2025,first_transaction,Bill Pay,1
E0062_5,U0062,30-01-2025,repeat_usage,Bill Pay,1
E0062_6,U0062,27-01-2025,repeat_usage,Bill Pay,1
E0063_1,U0063,22-01-2025,signup_completed,,0
E0063_2,U0063,24-01-2025,account_activated,,0
E0063_3,U0063,28-01-2025,feature_viewed,Rewards,0
E0063_4,U0063,31-01-2025,first_transaction,Savings Goal,1
E0063_5,U0063,17-02-2025,repeat_usage,Savings Goal,1
E0063_6,U0063,17-02-2025,repeat_usage,Savings Goal,1
E0064_1,U0064,29-01-2025,signup_completed,,0
E0064_2,U0064,01-02-2025,account_activated,,0
E0064_3,U0064,03-02-2025,feature_viewed,Bill Pay,0
E0064_4,U0064,10-02-2025,first_transaction,Bill Pay,1
E0064_5,U0064,22-02-2025,repeat_usage,Bill Pay,1
E0064_6,U0064,23-02-2025,repeat_usage,Bill Pay,1
E0064_7,U0064,26-02-2025,repeat_usage,Bill Pay,1
E0064_8,U0064,20-02-2025,repeat_usage,Bill Pay,1
E0064_9,U0064,21-02-2025,repeat_usage,Bill Pay,1
E0065_1,U0065,17-01-2025,signup_completed,,0
E0065_2,U0065,19-01-2025,account_activated,,0
E0065_3,U0065,23-01-2025,feature_viewed,Rewards,0
E0065_4,U0065,27-01-2025,first_transaction,Bill Pay,1
E0066_1,U0066,18-02-2025,signup_completed,,0
E0067_1,U0067,19-01-2025,signup_completed,,0
E0067_2,U0067,19-01-2025,account_activated,,0
E0067_3,U0067,20-01-2025,feature_viewed,Bill Pay,0
E0067_4,U0067,20-01-2025,first_transaction,Bill Pay,1
E0068_1,U0068,09-01-2025,signup_completed,,0
E0069_1,U0069,06-02-2025,signup_completed,,0
E0069_2,U0069,08-02-2025,account_activated,,0
E0069_3,U0069,08-02-2025,feature_viewed,Bill Pay,0
E0070_1,U0070,31-01-2025,signup_completed,,0
E0070_2,U0070,31-01-2025,account_activated,,0
E0070_3,U0070,05-02-2025,feature_viewed,UPI Payments,0
E0070_4,U0070,05-02-2025,first_transaction,UPI Payments,1
E0071_1,U0071,08-01-2025,signup_completed,,0
E0071_2,U0071,12-01-2025,account_activated,,0
E0071_3,U0071,16-01-2025,feature_viewed,Savings Goal,0
E0071_4,U0071,20-01-2025,first_transaction,Bill Pay,1
E0072_1,U0072,28-01-2025,signup_completed,,0
E0072_2,U0072,01-02-2025,account_activated,,0
E0072_3,U0072,05-02-2025,first_transaction,Rewards,1
E0072_4,U0072,12-02-2025,repeat_usage,Rewards,1
E0073_1,U0073,16-01-2025,signup_completed,,0
E0073_2,U0073,16-01-2025,account_activated,,0
E0073_3,U0073,21-01-2025,feature_viewed,Savings Goal,0
E0073_4,U0073,20-01-2025,first_transaction,Bill Pay,1
E0074_1,U0074,14-02-2025,signup_completed,,0
E0074_2,U0074,16-02-2025,account_activated,,0
E0075_1,U0075,12-02-2025,signup_completed,,0
E0075_2,U0075,13-02-2025,account_activated,,0
E0075_3,U0075,15-02-2025,feature_viewed,Rewards,0
E0075_4,U0075,16-02-2025,first_transaction,Bill Pay,1
E0076_1,U0076,22-02-2025,signup_completed,,0
E0076_2,U0076,27-02-2025,account_activated,,0
E0076_3,U0076,02-03-2025,feature_viewed,Bill Pay,0
E0076_4,U0076,07-03-2025,first_transaction,Savings Goal,1
E0076_5,U0076,22-03-2025,repeat_usage,Savings Goal,1
E0077_1,U0077,17-02-2025,signup_completed,,0
E0077_2,U0077,17-02-2025,account_activated,,0
E0077_3,U0077,22-02-2025,feature_viewed,UPI Payments,0
E0078_1,U0078,13-02-2025,signup_completed,,0
E0078_2,U0078,19-02-2025,account_activated,,0
E0078_3,U0078,23-02-2025,feature_viewed,Savings Goal,0
E0079_1,U0079,12-01-2025,signup_completed,,0
E0080_1,U0080,31-01-2025,signup_completed,,0
E0080_2,U0080,05-02-2025,account_activated,,0
E0080_3,U0080,06-02-2025,feature_viewed,Bill Pay,0
E0080_4,U0080,13-02-2025,first_transaction,Bill Pay,1
E0081_1,U0081,26-01-2025,signup_completed,,0
E0081_2,U0081,28-01-2025,account_activated,,0
E0081_3,U0081,31-01-2025,feature_viewed,UPI Payments,0
E0082_1,U0082,04-02-2025,signup_completed,,0
E0082_2,U0082,08-02-2025,account_activated,,0
E0082_3,U0082,11-02-2025,feature_viewed,Savings Goal,0
E0083_1,U0083,14-01-2025,signup_completed,,0
E0083_2,U0083,16-01-2025,account_activated,,0
E0083_3,U0083,21-01-2025,feature_viewed,Savings Goal,0
E0083_4,U0083,20-01-2025,first_transaction,Rewards,1
E0083_5,U0083,08-02-2025,repeat_usage,Rewards,1
E0084_1,U0084,27-01-2025,signup_completed,,0
E0085_1,U0085,28-02-2025,signup_completed,,0
E0086_1,U0086,11-02-2025,signup_completed,,0
E0087_1,U0087,19-01-2025,signup_completed,,0
E0088_1,U0088,31-01-2025,signup_completed,,0
E0088_2,U0088,03-02-2025,account_activated,,0
E0088_3,U0088,07-02-2025,feature_viewed,Rewards,0
E0089_1,U0089,18-01-2025,signup_completed,,0
E0090_1,U0090,02-02-2025,signup_completed,,0
E0090_2,U0090,04-02-2025,account_activated,,0
E0090_3,U0090,12-02-2025,first_transaction,Rewards,1
E0090_4,U0090,25-02-2025,repeat_usage,Rewards,1
E0090_5,U0090,24-02-2025,repeat_usage,Rewards,1
E0090_6,U0090,03-03-2025,repeat_usage,Rewards,1
E0090_7,U0090,03-03-2025,repeat_usage,Rewards,1
E0091_1,U0091,25-01-2025,signup_completed,,0
E0092_1,U0092,14-02-2025,signup_completed,,0
E0092_2,U0092,20-02-2025,account_activated,,0
E0092_3,U0092,28-02-2025,first_transaction,Savings Goal,1
E0092_4,U0092,17-03-2025,repeat_usage,Savings Goal,1
E0092_5,U0092,03-03-2025,repeat_usage,Savings Goal,1
E0093_1,U0093,09-01-2025,signup_completed,,0
E0094_1,U0094,29-01-2025,signup_completed,,0
E0095_1,U0095,01-01-2025,signup_completed,,0
E0096_1,U0096,10-01-2025,signup_completed,,0
E0096_2,U0096,12-01-2025,account_activated,,0
E0096_3,U0096,17-01-2025,feature_viewed,Savings Goal,0
E0097_1,U0097,24-02-2025,signup_completed,,0
E0097_2,U0097,26-02-2025,account_activated,,0
E0097_3,U0097,01-03-2025,feature_viewed,UPI Payments,0
E0097_4,U0097,02-03-2025,first_transaction,Bill Pay,1
E0098_1,U0098,17-02-2025,signup_completed,,0
E0099_1,U0099,18-02-2025,signup_completed,,0
E0099_2,U0099,20-02-2025,account_activated,,0
E0099_3,U0099,21-02-2025,first_transaction,Bill Pay,1
E0099_4,U0099,27-02-2025,repeat_usage,Bill Pay,1
E0099_5,U0099,02-03-2025,repeat_usage,Bill Pay,1
E0099_6,U0099,11-03-2025,repeat_usage,Bill Pay,1
E0099_7,U0099,08-03-2025,repeat_usage,Bill Pay,1
E0100_1,U0100,06-02-2025,signup_completed,,0
E0100_2,U0100,10-02-2025,account_activated,,0
E0100_3,U0100,14-02-2025,first_transaction,Savings Goal,1
E0101_1,U0101,10-01-2025,signup_completed,,0
E0101_2,U0101,13-01-2025,account_activated,,0
E0101_3,U0101,13-01-2025,feature_viewed,Savings Goal,0
E0102_1,U0102,13-02-2025,signup_completed,,0
E0102_2,U0102,15-02-2025,account_activated,,0
E0102_3,U0102,22-02-2025,first_transaction,Bill Pay,1
E0102_4,U0102,02-03-2025,repeat_usage,Bill Pay,1
E0102_5,U0102,08-03-2025,repeat_usage,Bill Pay,1
E0102_6,U0102,11-03-2025,repeat_usage,Bill Pay,1
E0103_1,U0103,07-01-2025,signup_completed,,0
E0103_2,U0103,11-01-2025,account_activated,,0
E0103_3,U0103,16-01-2025,feature_viewed,Bill Pay,0
E0103_4,U0103,18-01-2025,first_transaction,Bill Pay,1
E0103_5,U0103,04-02-2025,repeat_usage,Bill Pay,1
E0104_1,U0104,23-02-2025,signup_completed,,0
E0104_2,U0104,25-02-2025,account_activated,,0
E0104_3,U0104,26-02-2025,feature_viewed,Bill Pay,0
E0105_1,U0105,16-02-2025,signup_completed,,0
E0106_1,U0106,11-02-2025,signup_completed,,0
E0106_2,U0106,11-02-2025,account_activated,,0
E0106_3,U0106,16-02-2025,feature_viewed,Rewards,0
E0106_4,U0106,16-02-2025,first_transaction,Bill Pay,1
E0107_1,U0107,12-01-2025,signup_completed,,0
E0107_2,U0107,14-01-2025,account_activated,,0
E0107_3,U0107,16-01-2025,feature_viewed,Rewards,0
E0107_4,U0107,22-01-2025,first_transaction,Bill Pay,1
E0108_1,U0108,22-01-2025,signup_completed,,0
E0109_1,U0109,10-01-2025,signup_completed,,0
E0110_1,U0110,21-02-2025,signup_completed,,0
E0110_2,U0110,21-02-2025,account_activated,,0
E0110_3,U0110,21-02-2025,feature_viewed,Savings Goal,0
E0110_4,U0110,26-02-2025,first_transaction,Savings Goal,1
E0111_1,U0111,24-01-2025,signup_completed,,0
E0111_2,U0111,28-01-2025,account_activated,,0
E0111_3,U0111,01-02-2025,first_transaction,UPI Payments,1
E0112_1,U0112,30-01-2025,signup_completed,,0
E0112_2,U0112,30-01-2025,account_activated,,0
E0112_3,U0112,07-02-2025,first_transaction,UPI Payments,1
E0112_4,U0112,13-02-2025,repeat_usage,UPI Payments,1
E0112_5,U0112,21-02-2025,repeat_usage,UPI Payments,1
E0112_6,U0112,23-02-2025,repeat_usage,UPI Payments,1
E0112_7,U0112,20-02-2025,repeat_usage,UPI Payments,1
E0112_8,U0112,26-02-2025,repeat_usage,UPI Payments,1
E0113_1,U0113,27-01-2025,signup_completed,,0
E0113_2,U0113,02-02-2025,account_activated,,0
E0113_3,U0113,05-02-2025,feature_viewed,Bill Pay,0
E0113_4,U0113,08-02-2025,first_transaction,Rewards,1
E0113_5,U0113,21-02-2025,repeat_usage,Rewards,1
E0113_6,U0113,13-02-2025,repeat_usage,Rewards,1
E0114_1,U0114,13-02-2025,signup_completed,,0
E0115_1,U0115,11-02-2025,signup_completed,,0
E0115_2,U0115,12-02-2025,account_activated,,0
E0116_1,U0116,22-02-2025,signup_completed,,0
E0116_2,U0116,27-02-2025,account_activated,,0
E0116_3,U0116,27-02-2025,feature_viewed,UPI Payments,0
E0117_1,U0117,16-01-2025,signup_completed,,0
E0117_2,U0117,22-01-2025,account_activated,,0
E0117_3,U0117,26-01-2025,first_transaction,Rewards,1
E0117_4,U0117,28-01-2025,repeat_usage,Rewards,1
E0117_5,U0117,05-02-2025,repeat_usage,Rewards,1
E0118_1,U0118,24-02-2025,signup_completed,,0
E0118_2,U0118,02-03-2025,account_activated,,0
E0118_3,U0118,07-03-2025,feature_viewed,UPI Payments,0
E0118_4,U0118,08-03-2025,first_transaction,Rewards,1
E0119_1,U0119,02-01-2025,signup_completed,,0
E0119_2,U0119,07-01-2025,account_activated,,0
E0119_3,U0119,07-01-2025,feature_viewed,UPI Payments,0
E0119_4,U0119,13-01-2025,first_transaction,UPI Payments,1
E0119_5,U0119,16-01-2025,repeat_usage,UPI Payments,1
E0119_6,U0119,31-01-2025,repeat_usage,UPI Payments,1
E0120_1,U0120,20-01-2025,signup_completed,,0
E0120_2,U0120,23-01-2025,account_activated,,0
E0120_3,U0120,25-01-2025,first_transaction,Savings Goal,1
E0121_1,U0121,29-01-2025,signup_completed,,0
E0121_2,U0121,30-01-2025,account_activated,,0
E0121_3,U0121,01-02-2025,feature_viewed,Bill Pay,0
E0121_4,U0121,08-02-2025,first_transaction,Bill Pay,1
E0121_5,U0121,23-02-2025,repeat_usage,Bill Pay,1
E0121_6,U0121,13-02-2025,repeat_usage,Bill Pay,1
E0121_7,U0121,13-02-2025,repeat_usage,Bill Pay,1
E0121_8,U0121,27-02-2025,repeat_usage,Bill Pay,1
E0121_9,U0121,16-02-2025,repeat_usage,Bill Pay,1
E0122_1,U0122,28-01-2025,signup_completed,,0
E0122_2,U0122,03-02-2025,account_activated,,0
E0122_3,U0122,06-02-2025,feature_viewed,UPI Payments,0
E0122_4,U0122,09-02-2025,first_transaction,Bill Pay,1
E0122_5,U0122,26-02-2025,repeat_usage,Bill Pay,1
E0122_6,U0122,13-02-2025,repeat_usage,Bill Pay,1
E0123_1,U0123,06-01-2025,signup_completed,,0
E0123_2,U0123,11-01-2025,account_activated,,0
E0123_3,U0123,12-01-2025,feature_viewed,UPI Payments,0
E0123_4,U0123,20-01-2025,first_transaction,Bill Pay,1
E0124_1,U0124,27-01-2025,signup_completed,,0
E0125_1,U0125,16-02-2025,signup_completed,,0
